"co_pcdt","co_cid10_diagnostico_principal","co_sigtap_procedimento","nu_competencia_min","nu_competencia_max","qt_aprovada","qt_autorizacao","qt_cns_paciente","qt_municipios_paciente","qt_cnes","sg_procedimento","no_procedimento","no_cid10_diagnostico_principal"
60,L401,601200047,200811,201001,25,14,2,2,2,CICLOSP10050,CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML),Psoriase pustulosa generalizada 
60,L401,601200055,200801,201002,2410,20,8,9,7,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Psoriase pustulosa generalizada 
60,L401,601200063,200801,201004,14771,98,40,29,25,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Psoriase pustulosa generalizada 
60,L401,604340010,201009,201104,720,6,2,1,1,CICLOSP10,CICLOSPORINA 10 MG P/ TRANSPLANTE (POR CAPSULA),Psoriase pustulosa generalizada 
60,L401,604340028,201003,201906,17114,119,45,26,24,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Psoriase pustulosa generalizada 
60,L401,604340036,201003,201906,79510,564,180,88,56,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Psoriase pustulosa generalizada 
60,L401,604340044,201003,201906,167440,1359,395,167,79,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Psoriase pustulosa generalizada 
60,L401,604340052,201003,201906,605,149,52,27,17,CICLOSP10050,CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML),Psoriase pustulosa generalizada 
60,L401,604530021,201008,201906,34846,693,168,100,54,METO25,"METOTREXATO 2,5 MG (POR COMPRIMIDO)",Psoriase pustulosa generalizada 
60,L401,604530030,201402,201906,1376,37,18,17,15,METO252,METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 2 ML),Psoriase pustulosa generalizada 
60,L401,604600011,201003,201906,589521,5387,846,306,109,ACIT10,ACITRETINA 10 MG (POR CAPSULA),Psoriase pustulosa generalizada 
60,L401,604600020,201003,201906,613687,10004,1554,576,141,ACIT25,ACITRETINA 25 MG (POR CAPSULA),Psoriase pustulosa generalizada 
60,L401,604700016,201407,201906,21382,734,234,87,35,CALC5030,CALCIPOTRIOL 50 MCG/G POMADA (POR BISNAGA DE 30 G),Psoriase pustulosa generalizada 
60,L401,604710011,201410,201906,2372,273,104,58,30,CLOB0530,"CLOBETASOL 0,5 MG/G CREME (POR BISNAGA DE 30 G)",Psoriase pustulosa generalizada 
60,L401,604710020,201502,201906,533,19,11,10,3,CLOB0550,"CLOBETASOL 0,5 MG/G SOLUÇÃO CAPILAR (POR FRASCO DE 50 G)",Psoriase pustulosa generalizada 
60,L404,601140010,200801,201004,47519,386,117,76,46,ACIT10,ACITRETINA 10 MG (POR CAPSULA),Psoriase gutata 
60,L404,601140028,200801,201004,43237,731,183,121,57,ACIT25,ACITRETINA 25 MG (POR CAPSULA),Psoriase gutata 
60,L404,601200039,200801,201004,8691,72,18,12,11,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Psoriase gutata 
60,L404,601200055,200903,200911,600,4,2,2,2,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Psoriase gutata 
60,L404,601200063,200806,201003,965,6,3,3,3,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Psoriase gutata 
60,L404,604340028,201005,201905,3913,29,13,10,10,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Psoriase gutata 
60,L404,604340036,201003,201906,20925,162,44,29,23,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Psoriase gutata 
60,L404,604340044,201003,201906,49199,409,90,58,39,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Psoriase gutata 
60,L404,604340052,201105,201906,53,16,7,5,5,CICLOSP10050,CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML),Psoriase gutata 
60,L404,604530021,201005,201906,9290,207,51,40,32,METO25,"METOTREXATO 2,5 MG (POR COMPRIMIDO)",Psoriase gutata 
60,L404,604530030,201402,201906,103,14,8,8,7,METO252,METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 2 ML),Psoriase gutata 
60,L404,604600011,201003,201906,150383,1455,271,152,81,ACIT10,ACITRETINA 10 MG (POR CAPSULA),Psoriase gutata 
60,L404,604600020,201003,201906,225870,3843,584,278,115,ACIT25,ACITRETINA 25 MG (POR CAPSULA),Psoriase gutata 
60,L404,604700016,201407,201906,5177,466,126,64,40,CALC5030,CALCIPOTRIOL 50 MCG/G POMADA (POR BISNAGA DE 30 G),Psoriase gutata 
60,L404,604710011,201411,201906,3833,345,82,39,24,CLOB0530,"CLOBETASOL 0,5 MG/G CREME (POR BISNAGA DE 30 G)",Psoriase gutata 
60,L404,604710020,201510,201906,203,24,10,5,3,CLOB0550,"CLOBETASOL 0,5 MG/G SOLUÇÃO CAPILAR (POR FRASCO DE 50 G)",Psoriase gutata 
60,L408,601140010,200801,201005,291096,2000,661,242,72,ACIT10,ACITRETINA 10 MG (POR CAPSULA),Outras formas de psoriase 
60,L408,601140028,200801,201005,285973,3537,1000,412,101,ACIT25,ACITRETINA 25 MG (POR CAPSULA),Outras formas de psoriase 
60,L408,601180208,200802,200802,60,1,1,1,1,SINV20,SINVASTATINA (J) 20 MG (POR COMPRIMIDO),Outras formas de psoriase 
60,L408,601200039,200801,201005,76970,623,154,87,41,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Outras formas de psoriase 
60,L408,601200047,200801,201004,86,16,7,6,5,CICLOSP10050,CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML),Outras formas de psoriase 
60,L408,601200055,200801,201004,10132,78,26,22,10,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Outras formas de psoriase 
60,L408,601200063,200801,201004,30160,213,78,49,26,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Outras formas de psoriase 
60,L408,604040040,201005,201005,60,1,1,1,1,FORM12400,FORMOTEROL 12 MCG + BUDESONIDA 400 MCG  (POR CAPSULA INALANTE),Outras formas de psoriase 
60,L408,604340010,201007,201512,900,8,5,4,4,CICLOSP10,CICLOSPORINA 10 MG P/ TRANSPLANTE (POR CAPSULA),Outras formas de psoriase 
60,L408,604340028,201003,201906,36380,218,82,52,39,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Outras formas de psoriase 
60,L408,604340036,201003,201906,169353,972,312,152,70,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Outras formas de psoriase 
60,L408,604340044,201003,201906,363803,2581,676,245,85,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Outras formas de psoriase 
60,L408,604340052,201003,201906,530,168,53,37,29,CICLOSP10050,CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML),Outras formas de psoriase 
60,L408,604430019,201005,201005,30,1,1,1,1,RALO60,RALOXIFENO 60 MG (POR COMPRIMIDO),Outras formas de psoriase 
60,L408,604530021,201005,201906,81838,1463,414,204,88,METO25,"METOTREXATO 2,5 MG (POR COMPRIMIDO)",Outras formas de psoriase 
60,L408,604530030,201403,201906,1830,138,53,37,26,METO252,METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 2 ML),Outras formas de psoriase 
60,L408,604600011,201003,201906,1025216,7552,1637,522,131,ACIT10,ACITRETINA 10 MG (POR CAPSULA),Outras formas de psoriase 
60,L408,604600020,201003,201906,1106625,15972,3114,975,163,ACIT25,ACITRETINA 25 MG (POR CAPSULA),Outras formas de psoriase 
60,L408,604700016,201407,201906,27758,1697,604,196,66,CALC5030,CALCIPOTRIOL 50 MCG/G POMADA (POR BISNAGA DE 30 G),Outras formas de psoriase 
60,L408,604710011,201407,201906,9904,848,292,127,49,CLOB0530,"CLOBETASOL 0,5 MG/G CREME (POR BISNAGA DE 30 G)",Outras formas de psoriase 
60,L408,604710020,201503,201906,1276,88,42,26,17,CLOB0550,"CLOBETASOL 0,5 MG/G SOLUÇÃO CAPILAR (POR FRASCO DE 50 G)",Outras formas de psoriase 
61,E228,601070054,200801,200801,92,1,1,1,1,TOPI100,TOPIRAMATO 100 MG (POR COMPRIMIDO),Outras hiperfuncoes da hipofise 
61,E228,601200071,200801,200801,1,1,1,1,1,LEFL20,LEFLUNOMIDA 20 MG (POR COMPRIMIDO),Outras hiperfuncoes da hipofise 
61,E228,601270010,200801,201005,17234,2997,903,190,54,GOSS360,"GOSSERRELINA 3,60 MG INJETAVEL (POR SERINGA PREENCHIDA)",Outras hiperfuncoes da hipofise 
61,E228,601270029,200801,201004,7834,1471,646,168,60,GOSS1080,"GOSSERRELINA 10,80 MG INJETAVEL (POR SERINGA PREENCHIDA)",Outras hiperfuncoes da hipofise 
61,E228,601270037,200801,201005,230310,47329,12178,1473,147,LEUP375,"LEUPRORRELINA 3,75 MG INJETAVEL (POR FRASCO-AMPOLA)",Outras hiperfuncoes da hipofise 
61,E228,601270045,200801,201005,36698,5867,2351,374,73,LEUP1125,"LEUPRORRELINA 11,25 MG INJETAVEL (POR FRASCO-AMPOLA)",Outras hiperfuncoes da hipofise 
61,E228,601270053,200801,201005,33287,9410,2923,308,39,TRIP375,"TRIPTORRELINA 3,75 MG INJETAVEL (POR FRASCO-AMPOLA)",Outras hiperfuncoes da hipofise 
61,E228,601280016,200801,201005,37586,981,320,131,68,CIPR50,CIPROTERONA 50 MG (POR COMPRIMIDO),Outras hiperfuncoes da hipofise 
61,E228,601310012,200801,200801,28,1,1,1,1,BROM25,"BROMOCRIPTINA 2,5 MG (POR COMPRIMIDO)",Outras hiperfuncoes da hipofise 
61,E228,601310020,200801,200801,4,1,1,1,1,CABE05,"CABERGOLINA 0,5 MG (POR COMPRIMIDO)",Outras hiperfuncoes da hipofise 
61,E228,601320018,201002,201004,204,9,9,2,1,SOMA12,SOMATROPINA 12 UI INJETAVEL (POR FRASCO-AMPOLA),Outras hiperfuncoes da hipofise 
61,E228,601320026,200801,201004,281,8,8,5,3,SOMA4,SOMATROPINA 4 UI INJETAVEL (POR FRASCO-AMPOLA),Outras hiperfuncoes da hipofise 
61,E228,601330013,200801,200801,60,1,1,1,1,LEVO100,LEVOTIROXINA 100 MCG (POR COMPRIMIDO),Outras hiperfuncoes da hipofise 
61,E228,601330030,200802,200802,30,1,1,1,1,LEVO25,LEVOTIROXINA 25 MCG (POR COMPRIMIDO),Outras hiperfuncoes da hipofise 
61,E228,601330048,200801,200801,30,1,1,1,1,LEVO50,LEVOTIROXINA 50 MCG (POR COMPRIMIDO),Outras hiperfuncoes da hipofise 
61,E228,601340019,201002,201004,180,2,2,2,1,FLUD01,"FLUDROCORTISONA 0,1 MG (POR COMPRIMIDO)",Outras hiperfuncoes da hipofise 
61,E228,604110014,201003,201906,21458,7856,1998,367,92,GOSS360,"GOSSERRELINA 3,60 MG INJETAVEL (POR SERINGA PREENCHIDA)",Outras hiperfuncoes da hipofise 
61,E228,604110022,201003,201906,7659,6804,2135,504,91,GOSS1080,"GOSSERRELINA 10,80 MG INJETAVEL (POR SERINGA PREENCHIDA)",Outras hiperfuncoes da hipofise 
61,E228,604110030,201003,201906,539034,193752,43892,2886,183,LEUP375,"LEUPRORRELINA 3,75 MG INJETAVEL (POR FRASCO-AMPOLA)",Outras hiperfuncoes da hipofise 
61,E228,604110049,201003,201906,178197,159152,33260,1901,141,LEUP1125,"LEUPRORRELINA 11,25 MG INJETAVEL (POR FRASCO-AMPOLA)",Outras hiperfuncoes da hipofise 
61,E228,604110057,201003,201906,68811,28645,8923,765,105,TRIP375,"TRIPTORRELINA 3,75 MG INJETAVEL (POR FRASCO-AMPOLA)",Outras hiperfuncoes da hipofise 
61,E228,604110065,201006,201906,7014,6109,2058,261,32,TRIP1125,"TRIPTORRELINA 11,25 MG INJETAVEL (POR FRASCO-AMPOLA)",Outras hiperfuncoes da hipofise 
61,E228,604120010,201003,201906,73361,1725,443,200,71,CIPR50,CIPROTERONA 50 MG (POR COMPRIMIDO),Outras hiperfuncoes da hipofise 
61,E228,604420013,201005,201005,30,1,1,1,1,FLUD01,"FLUDROCORTISONA 0,1 MG (POR COMPRIMIDO)",Outras hiperfuncoes da hipofise 
61,E228,604500068,201003,201005,180,1,1,1,1,TOPI25,TOPIRAMATO 25 MG (POR COMPRIMIDO),Outras hiperfuncoes da hipofise 
61,E228,604530013,201005,201005,30,1,1,1,1,AZAT50,AZATIOPRINA 50 MG (POR COMPRIMIDO),Outras hiperfuncoes da hipofise 
61,E228,604550022,201003,201005,3,1,1,1,1,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Outras hiperfuncoes da hipofise 
61,E228,604610017,201003,201005,684,12,9,6,1,SOMA4,SOMATROPINA 4 UI INJETAVEL (POR FRASCO-AMPOLA),Outras hiperfuncoes da hipofise 
61,E228,604610025,201003,201005,385,19,17,11,1,SOMA12,SOMATROPINA 12 UI INJETAVEL (POR FRASCO-AMPOLA),Outras hiperfuncoes da hipofise 
62,D693,601210085,201001,201003,123,2,2,1,1,IMUN50,"IMUNOGLOBULINA HUMANA 5,0 G INJETAVEL (POR FRASCO)",Purpura trombocitopenica idiopatica 
62,D693,604090013,201310,201906,20950,163,62,48,29,CICLOFO50,CICLOFOSFAMIDA 50 MG (POR DRAGEA) ,Purpura trombocitopenica idiopatica 
62,D693,604140029,201308,201906,124639,622,215,110,51,DANA100,DANAZOL 100 MG (POR CAPSULA),Purpura trombocitopenica idiopatica 
62,D693,604140037,201409,201906,5196,55,11,10,10,DANA200,DANAZOL 200 MG (POR CAPSULA),Purpura trombocitopenica idiopatica 
62,D693,604310013,201005,201904,1104,37,37,26,18,IMUN05,"IMUNOGLOBULINA HUMANA 0,5 G INJETAVEL (POR FRASCO)",Purpura trombocitopenica idiopatica 
62,D693,604310021,201005,201602,561,22,14,12,5,IMUN10,"IMUNOGLOBULINA HUMANA 1,0 G INJETAVEL (POR FRASCO)",Purpura trombocitopenica idiopatica 
62,D693,604310030,201009,201506,1375,53,49,26,20,IMUN25,IMUNOGLOBULINA OBTIDA/COELHO ANTITIMOCITOS HUMANOS 25 MG INJETAVEL P/TRANSPLANTE (POR FRASCO-AMPOLA,Purpura trombocitopenica idiopatica 
62,D693,604310048,201005,201005,30,1,1,1,1,IMUN30,"IMUNOGLOBULINA HUMANA 3,0 G INJETAVEL (POR FRASCO)",Purpura trombocitopenica idiopatica 
62,D693,604310056,201003,201906,230834,7972,5101,1191,149,IMUN50,"IMUNOGLOBULINA HUMANA 5,0 G INJETAVEL (POR FRASCO)",Purpura trombocitopenica idiopatica 
62,D693,604310064,201210,201906,449,25,24,18,12,IMUN60,"IMUNOGLOBULINA HUMANA 6,0 G INJETAVEL (POR FRASCO)",Purpura trombocitopenica idiopatica 
62,D693,604530013,201308,201906,957755,6342,1620,615,135,AZAT50,AZATIOPRINA 50 MG (POR COMPRIMIDO),Purpura trombocitopenica idiopatica 
63,E550,601350073,200801,201005,341829,2632,535,234,78,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Raquitismo ativo 
63,E550,604620039,201003,201906,2158171,13147,1201,445,132,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Raquitismo ativo 
63,E559,601350073,200801,201004,119683,983,296,111,44,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Deficiencia nao especificada de vitamina D 
63,E559,604040083,201005,201005,1,1,1,1,1,SALB100200,SALBUTAMOL 100 MCG AEROSSOL (POR FRASCO DE 200 DOSES),Deficiencia nao especificada de vitamina D 
63,E559,604280041,201005,201005,60,1,1,1,1,BECL400,BECLOMETASONA 400 MCG  (POR CAPSULA INALANTE),Deficiencia nao especificada de vitamina D 
63,E559,604400012,201005,201005,180,1,1,1,1,SEVE800,SEVELAMER 800 MG (POR COMPRIMIDO),Deficiencia nao especificada de vitamina D 
63,E559,604620039,201003,201906,470314,3632,543,194,81,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Deficiencia nao especificada de vitamina D 
63,E643,601350073,200801,201005,62431,584,222,30,18,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Sequelas do raquitismo 
63,E643,604620039,201003,201906,73046,392,69,51,41,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Sequelas do raquitismo 
63,E833,601040058,200801,200802,205,14,14,7,3,ALFA4000,ALFAEPOETINA 4.000 UI INJETAVEL (POR FRASCO-AMPOLA),Disturbios do metabolismo do fosforo 
63,E833,601250028,200801,200911,3870,9,9,8,6,SEVE400,SEVELAMER 400 MG (POR COMPRIMIDO),Disturbios do metabolismo do fosforo 
63,E833,601250036,200801,201005,3384702,11795,3818,503,94,SEVE800,SEVELAMER 800 MG (POR COMPRIMIDO),Disturbios do metabolismo do fosforo 
63,E833,601350073,200801,201005,229137,1862,520,204,72,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Disturbios do metabolismo do fosforo 
63,E833,604020058,201811,201811,1,1,1,1,1,DESF500,DESFERROXAMINA 500 MG INJETAVEL (POR FRASCO-AMPOLA),Disturbios do metabolismo do fosforo 
63,E833,604170017,201303,201407,35,5,1,1,1,HIDR230,HIDRÓXIDO DE ALUMÍNIO 230 MG (POR COMPRIMIDO),Disturbios do metabolismo do fosforo 
63,E833,604400012,201003,201906,18361629,50212,8263,916,120,SEVE800,SEVELAMER 800 MG (POR COMPRIMIDO),Disturbios do metabolismo do fosforo 
63,E833,604470045,201005,201005,12,1,1,1,1,ALFA4000,ALFAEPOETINA 4.000 UI INJETAVEL (POR FRASCO-AMPOLA),Disturbios do metabolismo do fosforo 
63,E833,604610017,201005,201005,30,1,1,1,1,SOMA4,SOMATROPINA 4 UI INJETAVEL (POR FRASCO-AMPOLA),Disturbios do metabolismo do fosforo 
63,E833,604620039,201003,201906,770306,5542,948,366,107,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Disturbios do metabolismo do fosforo 
63,E833,604620047,201710,201906,1431,15,9,5,4,CALC10,"CALCITRIOL 1,0 MCG INJETAVEL (POR AMPOLA)",Disturbios do metabolismo do fosforo 
63,E833,604770014,201710,201906,346778,2965,1118,246,55,CINA30,CINACALCETE 30 MG (POR COMPRIMIDO),Disturbios do metabolismo do fosforo 
63,E833,604770022,201711,201906,15489,191,97,20,12,CINA60,CINACALCETE 60 MG (POR COMPRIMIDO),Disturbios do metabolismo do fosforo 
63,E833,604770030,201712,201906,11876,323,160,57,23,PARI501,"PARICALCITOL 5,0 MCG/ML SOLUÇÃO INJETÁVEL (AMPOLA COM 1 ML)",Disturbios do metabolismo do fosforo 
63,M830,601350073,200801,201005,98938,963,363,98,50,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Osteomalacia puerperal 
63,M830,604620039,201003,201906,102634,1015,208,75,49,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Osteomalacia puerperal 
63,M831,601350073,200801,201004,57361,590,272,68,26,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Osteomalacia senil 
63,M831,604620039,201003,201906,58265,588,174,70,44,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Osteomalacia senil 
63,M832,601350073,200801,201004,13505,146,43,28,21,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Osteomalacia do adulto devida a ma-absorcao 
63,M832,604620039,201003,201906,67934,561,92,49,31,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Osteomalacia do adulto devida a ma-absorcao 
63,M833,601350073,200801,201004,12391,150,43,25,15,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Osteomalacia do adulto devido a desnutricao 
63,M833,604620039,201003,201906,28820,266,60,31,26,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Osteomalacia do adulto devido a desnutricao 
63,M838,601350073,200801,201005,34134,319,89,56,33,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Outra osteomalacia do adulto 
63,M838,604400012,201005,201005,180,1,1,1,1,SEVE800,SEVELAMER 800 MG (POR COMPRIMIDO),Outra osteomalacia do adulto 
63,M838,604470045,201003,201005,60,3,2,2,1,ALFA4000,ALFAEPOETINA 4.000 UI INJETAVEL (POR FRASCO-AMPOLA),Outra osteomalacia do adulto 
63,M838,604620039,201003,201906,203854,1306,215,101,53,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Outra osteomalacia do adulto 
64,K510,601010043,200801,200801,3,1,1,1,1,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Enterocolite ulcerativa (cronica) 
64,K510,601040058,200801,200801,12,1,1,1,1,ALFA4000,ALFAEPOETINA 4.000 UI INJETAVEL (POR FRASCO-AMPOLA),Enterocolite ulcerativa (cronica) 
64,K510,601090012,200801,201005,2697,35,28,20,15,MESA1100,MESALAZINA 1 G + DILUENTE 100 ML (ENEMA) - POR DOSE,Enterocolite ulcerativa (cronica) 
64,K510,601090020,200801,201004,459932,3022,1005,267,72,MESA1000,MESALAZINA 1000 MG (POR SUPOSITORIO),Enterocolite ulcerativa (cronica) 
64,K510,601090039,200801,201005,906765,4855,1335,360,97,MESA250,MESALAZINA 250 MG (POR SUPOSITORIO),Enterocolite ulcerativa (cronica) 
64,K510,601090047,200801,201005,96145,516,204,82,38,MESA3100,MESALAZINA 3 G + DILUENTE 100 ML (ENEMA) - POR DOSE,Enterocolite ulcerativa (cronica) 
64,K510,601090055,200801,201005,10615568,32239,7439,1198,144,MESA400,MESALAZINA 400 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
64,K510,601090063,200801,201005,4935888,13108,3625,620,107,MESA500,MESALAZINA 500 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
64,K510,601090080,200801,201005,1028686,5043,1953,433,91,MESA800,MESALAZINA 800 MG - POR COMPRIMIDO ,Enterocolite ulcerativa (cronica) 
64,K510,601090098,200801,201005,6271778,19506,4305,955,149,SULF500,SULFASSALAZINA 500 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
64,K510,601090101,200801,201005,55499,402,174,63,23,MESA500,MESALAZINA 500 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
64,K510,601110099,200801,200801,120,1,1,1,1,RISP2,RISPERIDONA 2 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
64,K510,601180208,200801,200802,60,2,1,1,1,SINV20,SINVASTATINA (J) 20 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
64,K510,601200012,200801,201005,2074127,13749,2813,684,134,AZAT50,AZATIOPRINA 50 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
64,K510,601200039,200801,201004,13947,107,28,21,19,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Enterocolite ulcerativa (cronica) 
64,K510,601200047,200801,200907,577,8,4,4,4,CICLOSP10050,CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML),Enterocolite ulcerativa (cronica) 
64,K510,601200055,200801,201004,11285,81,24,14,9,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Enterocolite ulcerativa (cronica) 
64,K510,601200063,200801,201004,16565,129,39,25,14,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Enterocolite ulcerativa (cronica) 
64,K510,601200160,200802,200802,240,1,1,1,1,TACR1,TACROLIMO 1 MG P/ TRANSPLANTE (POR CAPSULA),Enterocolite ulcerativa (cronica) 
64,K510,601310012,200801,200801,2,1,1,1,1,BROM25,"BROMOCRIPTINA 2,5 MG (POR COMPRIMIDO)",Enterocolite ulcerativa (cronica) 
64,K510,601350014,200801,200801,30,1,1,1,1,ALEN10,ALENDRONATO (Q) 10 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
64,K510,604010010,201003,201906,42793739,140432,20085,2415,204,MESA400,MESALAZINA 400 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
64,K510,604010028,201003,201906,52889214,148540,20985,1814,166,MESA500,MESALAZINA 500 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
64,K510,604010036,201003,201906,38513460,181660,30651,2586,178,MESA800,MESALAZINA 800 MG - POR COMPRIMIDO ,Enterocolite ulcerativa (cronica) 
64,K510,604010044,201003,201906,6282456,38093,6357,1117,165,MESA250,MESALAZINA 250 MG (POR SUPOSITORIO),Enterocolite ulcerativa (cronica) 
64,K510,604010052,201003,201906,3602573,26365,5894,915,88,MESA500,MESALAZINA 500 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
64,K510,604010060,201003,201906,5513053,49893,9286,1126,128,MESA1000,MESALAZINA 1000 MG (POR SUPOSITORIO),Enterocolite ulcerativa (cronica) 
64,K510,604010079,201004,201906,747008,5039,1709,337,78,MESA1100,MESALAZINA 1 G + DILUENTE 100 ML (ENEMA) - POR DOSE,Enterocolite ulcerativa (cronica) 
64,K510,604010087,201003,201906,831064,5145,1329,351,78,MESA3100,MESALAZINA 3 G + DILUENTE 100 ML (ENEMA) - POR DOSE,Enterocolite ulcerativa (cronica) 
64,K510,604010095,201003,201906,26635466,90303,10231,1682,200,SULF500,SULFASSALAZINA 500 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
64,K510,604030061,201005,201005,90,1,1,1,1,PRAM1,PRAMIPEXOL 1 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
64,K510,604270038,201005,201005,30,1,1,1,1,CIPR100,CIPROFIBRATO 100 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
64,K510,604340028,201003,201906,20648,138,36,24,21,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Enterocolite ulcerativa (cronica) 
64,K510,604340036,201003,201906,53562,273,69,42,31,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Enterocolite ulcerativa (cronica) 
64,K510,604340044,201003,201906,33896,239,73,42,35,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Enterocolite ulcerativa (cronica) 
64,K510,604340052,201108,201711,957,19,5,5,4,CICLOSP10050,CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML),Enterocolite ulcerativa (cronica) 
64,K510,604360010,201005,201005,30,1,1,1,1,ATOR10,ATORVASTATINA 10 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
64,K510,604360029,201003,201005,150,2,2,2,1,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
64,K510,604380011,201005,201005,2,1,1,1,1,ADAL40,ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA),Enterocolite ulcerativa (cronica) 
64,K510,604380046,201003,201005,8,2,2,2,2,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Enterocolite ulcerativa (cronica) 
64,K510,604380054,201004,201005,11,3,3,3,2,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Enterocolite ulcerativa (cronica) 
64,K510,604390017,201005,201005,12,1,1,1,1,ALFA23000000,ALFAINTERFERONA 2B 3.000.000 UI INJETAVEL (POR FRASCO-AMPOLA),Enterocolite ulcerativa (cronica) 
64,K510,604450010,201005,201005,120,1,1,1,1,RIBA250,RIBAVIRINA 250 MG (POR CAPSULA),Enterocolite ulcerativa (cronica) 
64,K510,604530013,201003,201906,22523137,129864,13474,2062,204,AZAT50,AZATIOPRINA 50 MG (POR COMPRIMIDO),Enterocolite ulcerativa (cronica) 
